hCONDEL_ID	panTro4_mpra_chr	panTro4_mpra_start_pos	panTro4_mpra_end_pos	hg38_mpra_chr	hg38_mpra_start_pos	hg38_mpra_end_pos
hCONDEL_8017	chr6	93997661	93997861	chr6	93308077	93308275
hCONDEL_8018	chr6	94118699	94118899	chr6	93422704	93422901
hCONDEL_8019	chr6	94421271	94421471	chr6	93718220	93718419
hCONDEL_8020	chr6	94623082	94623282	chr6	93914678	93914876
hCONDEL_8021	chr6	94996623	94996823	chr6	94277244	94277440
hCONDEL_8022	chr6	95060730	95060930	chr6	94341341	94341539
hCONDEL_8023	chr6	95345696	95345896	chr6	94621081	94621280
hCONDEL_8024	chr6	95650497	95650697	chr6	94915644	94915842
hCONDEL_8025	chr6	97025009	97025209	chr6	96144633	96144829
hCONDEL_8026	chr6	97050253	97050453	chr6	96169887	96170078
hCONDEL_8027	chr6	97137821	97138021	chr6	96257879	96258076
hCONDEL_8028	chr6	97330432	97330632	chr6	96447282	96447481
hCONDEL_8029	chr6	97677545	97677745	chr6	96797968	96798167
hCONDEL_8030	chr6	97969754	97969954	chr6	97087177	97087376
hCONDEL_8031	chr6	98019456	98019656	chr6	97136572	97136771
hCONDEL_8032	chr6	98084986	98085186	chr6	97199315	97199513
hCONDEL_8033	chr6	98245512	98245712	chr6	97349456	97349655
hCONDEL_8034	chr6	98247164	98247364	chr6	97351107	97351306
hCONDEL_8035	chr6	98397930	98398130	chr6	97500769	97500968
hCONDEL_8036	chr6	98542296	98542496	chr6	97644654	97644853
hCONDEL_8037	chr6	98626175	98626375	chr6	97727251	97727447
hCONDEL_8038	chr6	98795739	98795939	chr6	97897815	97898013
hCONDEL_8039	chr6	98796502	98796702	chr6	97898576	97898774
hCONDEL_8040	chr6	98957214	98957414	chr6	98057086	98057285
hCONDEL_8041	chr6	99282369	99282569	chr6	98381033	98381232
hCONDEL_8042	chr6	99284087	99284287	chr6	98382750	98382949
hCONDEL_8043	chr6	99438012	99438212	chr6	98542803	98542999
hCONDEL_8044	chr6	99443352	99443552	chr6	98548143	98548339
hCONDEL_8045	chr6	99617492	99617692	chr6	98722875	98723068
hCONDEL_8046	chr6	99755650	99755850	chr6	98860433	98860632
hCONDEL_8047	chr6	99880975	99881175	chr6	98985856	98986055
hCONDEL_8048	chr6	100021175	100021375	chr6	99112867	99113066
hCONDEL_8049	chr6	100164069	100164269	chr6	99256037	99256236
hCONDEL_8050	chr6	100347459	100347659	chr6	99433368	99433564
hCONDEL_8051	chr6	100386119	100386319	chr6	99471780	99471976
hCONDEL_8052	chr6	100457272	100457472	chr6	99542347	99542542
hCONDEL_8053	chr6	100993177	100993377	chr6	100084304	100084503
hCONDEL_8054	chr6	100994485	100994685	chr6	100085613	100085809
hCONDEL_8055	chr6	101014182	101014382	chr6	100107304	100107503
hCONDEL_8056	chr6	101350088	101350288	chr6	100434739	100434938
hCONDEL_8057	chr6	101493572	101493772	chr6	100575548	100575743
hCONDEL_8058	chr6	101530959	101531159	chr6	100612464	100612662
hCONDEL_8059	chr6	101600785	101600985	chr6	100683017	100683216
hCONDEL_8060	chr6	102146531	102146731	chr6	101219050	101219244
hCONDEL_8061	chr6	102409700	102409900	chr6	101474998	101475196
hCONDEL_8062	chr6	102558814	102559014	chr6	101623240	101623439
hCONDEL_8063	chr6	103061396	103061596	chr6	102119154	102119351
hCONDEL_8064	chr6	103894820	103895020	chr6	102924405	102924603
hCONDEL_8065	chr6	104109090	104109290	chr6	103132201	103132396
hCONDEL_8066	chr6	104237337	104237537	chr6	103272825	103273022
hCONDEL_8067	chr6	104293290	104293490	chr6	103327812	103328011
hCONDEL_8068	chr6	104833163	104833363	chr6	103860319	103860513
hCONDEL_8069	chr6	104844745	104844945	chr6	103871889	103872086
hCONDEL_8070	chr6	105077960	105078160	chr6	104096173	104096370
hCONDEL_8071	chr6	105322455	105322655	chr6	104322629	104322828
hCONDEL_8072	chr6	105408856	105409056	chr6	104409633	104409827
hCONDEL_8073	chr6	105413425	105413625	chr6	104414083	104414282
hCONDEL_8074	chr6	105413629	105413829	chr6	104414286	104414481
hCONDEL_8075	chr6	105478057	105478257	chr6	104484103	104484301
hCONDEL_8076	chr6	105537593	105537793	chr6	104549471	104549670
hCONDEL_8077	chr6	105636730	105636930	chr6	104643581	104643777
hCONDEL_8078	chr6	106072574	106072774	chr6	105070275	105070469
hCONDEL_8079	chr6	106254743	106254943	chr6	105243626	105243824
hCONDEL_8080	chr6	106447624	106447824	chr6	105428404	105428598
hCONDEL_8081	chr6	106568305	106568505	chr6	105548579	105548776
hCONDEL_8082	chr6	107023519	107023719	chr6	106003294	106003490
hCONDEL_8083	chr6	107241531	107241731	chr6	106218517	106218716
hCONDEL_8084	chr6	108570313	108570513	chr6	107507753	107507951
hCONDEL_8085	chr6	108592209	108592409	chr6	107529679	107529875
hCONDEL_8086	chr6	108592337	108592537	chr6	107529803	107529994
hCONDEL_8087	chr6	108614725	108614925	chr6	107552199	107552394
hCONDEL_8088	chr6	109263141	109263341	chr6	108211154	108211349
hCONDEL_8089	chr6	109417643	109417843	chr6	108366053	108366252
hCONDEL_8090	chr6	109482405	109482605	chr6	108423907	108424105
hCONDEL_8091	chr6	109696615	109696815	chr6	108637933	108638132
hCONDEL_8092	chr6	109703713	109703913	chr6	108645011	108645209
hCONDEL_8093	chr6	109976956	109977156	chr6	108913086	108913284
hCONDEL_8094	chr6	110231943	110232143	chr6	109165736	109165934
hCONDEL_8095	chr6	110439198	110439398	chr6	109369523	109369722
hCONDEL_8096	chr6	110471415	110471615	chr6	109401566	109401765
hCONDEL_8097	chr6	110566000	110566200	chr6	109493539	109493733
hCONDEL_8098	chr6	111308969	111309169	chr6	110232070	110232267
hCONDEL_8099	chr6	111331775	111331975	chr6	110254773	110254962
hCONDEL_8100	chr6	111974707	111974907	chr6	110891413	110891612
hCONDEL_8101	chr6	112171096	112171296	chr6	111089415	111089614
hCONDEL_8102	chr6	112388986	112389186	chr6	111299460	111299656
hCONDEL_8103	chr6	112391877	112392077	chr6	111302348	111302545
hCONDEL_8104	chr6	112838164	112838364	chr6	111731125	111731324
hCONDEL_8105	chr6	112922303	112922503	chr6	111814495	111814694
hCONDEL_8106	chr6	113190771	113190971	chr6	112072201	112072400
hCONDEL_8107	chr6	113352069	113352269	chr6	112232865	112233064
hCONDEL_8108	chr6	113412893	113413093	chr6	112290951	112291147
hCONDEL_8109	chr6	113512647	113512847	chr6	112391027	112391223
hCONDEL_8110	chr6	113553822	113554022	chr6	112432173	112432372
hCONDEL_8111	chr6	113626063	113626263	chr6	112503225	112503423
hCONDEL_8112	chr6	114680694	114680894	chr6	113587119	113587317
hCONDEL_8113	chr6	114825353	114825553	chr6	113732544	113732743
hCONDEL_8114	chr6	114851394	114851594	chr6	113759114	113759311
hCONDEL_8115	chr6	114865085	114865285	chr6	113772863	113773062
hCONDEL_8116	chr6	114953964	114954164	chr6	113857908	113858106
hCONDEL_8117	chr6	115088087	115088287	chr6	113991223	113991422
hCONDEL_8118	chr6	115366419	115366619	chr6	114269549	114269746
hCONDEL_8119	chr6	115366854	115367054	chr6	114269981	114270180
hCONDEL_8120	chr6	115457634	115457834	chr6	114360352	114360548
hCONDEL_8121	chr6	115463079	115463279	chr6	114365881	114366077
hCONDEL_8122	chr6	115960699	115960899	chr6	114860053	114860248
hCONDEL_8123	chr6	116094933	116095133	chr6	114992643	114992839
hCONDEL_8124	chr6	117332098	117332298	chr6	116202503	116202701
hCONDEL_8125	chr6	117436546	117436746	chr6	116309019	116309213
hCONDEL_8126	chr6	119271086	119271286	chr6	118133295	118133494
hCONDEL_8127	chr6	119284754	119284954	chr6	118148182	118148381
hCONDEL_8128	chr6	119535860	119536060	chr6	118390917	118391115
hCONDEL_8129	chr6	119624570	119624770	chr6	118479830	118480026
hCONDEL_8130	chr6	119686866	119687066	chr6	118541433	118541631
hCONDEL_8131	chr6	119857966	119858166	chr6	118709893	118710092
hCONDEL_8132	chr6	120325849	120326049	chr6	119177840	119178026
hCONDEL_8133	chr6	120327253	120327453	chr6	119179230	119179426
hCONDEL_8134	chr6	120394471	120394671	chr6	119238442	119238633
hCONDEL_8135	chr6	120475854	120476054	chr6	119317730	119317929
hCONDEL_8136	chr6	120492634	120492834	chr6	119334491	119334689
hCONDEL_8137	chr6	120641305	120641505	chr6	119485223	119485422
hCONDEL_8138	chr6	120641312	120641512	chr6	119485229	119485428
hCONDEL_8139	chr6	120750723	120750923	chr6	119594776	119594975
hCONDEL_8140	chr6	120798127	120798327	chr6	119637883	119638082
hCONDEL_8141	chr6	120818402	120818602	chr6	119658019	119658215
hCONDEL_8142	chr6	120834235	120834435	chr6	119672347	119672546
hCONDEL_8143	chr6	121000172	121000372	chr6	119834217	119834416
hCONDEL_8144	chr6	121820556	121820756	chr6	120636831	120637028
hCONDEL_8145	chr6	122301197	122301397	chr6	121116265	121116463
hCONDEL_8146	chr6	122614988	122615188	chr6	121443733	121443931
hCONDEL_8147	chr6	122637558	122637758	chr6	121466439	121466638
hCONDEL_8148	chr6	123067994	123068194	chr6	121897259	121897458
hCONDEL_8149	chr6	123272050	123272250	chr6	122098996	122099193
hCONDEL_8150	chr6	123346462	123346662	chr6	122167835	122168034
hCONDEL_8151	chr6	124175758	124175958	chr6	122970762	122970961
hCONDEL_8152	chr6	124559596	124559796	chr6	123349382	123349579
hCONDEL_8153	chr6	125255287	125255487	chr6	124033655	124033854
hCONDEL_8154	chr6	126062703	126062903	chr6	124811403	124811602
hCONDEL_8155	chr6	126105355	126105555	chr6	124854390	124854588
hCONDEL_8156	chr6	126219089	126219289	chr6	124968635	124968830
hCONDEL_8157	chr6	126776665	126776865	chr6	125525563	125525761
hCONDEL_8158	chr6	126788100	126788300	chr6	125536972	125537170
hCONDEL_8159	chr6	126929868	126930068	chr6	125679294	125679492
hCONDEL_8160	chr6	127065686	127065886	chr6	125815068	125815266
hCONDEL_8161	chr6	127098976	127099176	chr6	125844597	125844794
hCONDEL_8162	chr6	127263271	127263471	chr6	126007858	126008054
hCONDEL_8163	chr6	127295991	127296191	chr6	126039979	126040178
hCONDEL_8164	chr6	127311740	127311940	chr6	126055708	126055907
hCONDEL_8165	chr6	127640686	127640886	chr6	126379538	126379737
hCONDEL_8166	chr6	127740287	127740487	chr6	126475039	126475237
hCONDEL_8167	chr6	128040949	128041149	chr6	126767932	126768131
hCONDEL_8168	chr6	128230507	128230707	chr6	126955850	126956049
hCONDEL_8169	chr6	128263886	128264086	chr6	126989263	126989460
hCONDEL_8170	chr6	128283668	128283868	chr6	127008976	127009174
hCONDEL_8171	chr6	128296890	128297090	chr6	127022189	127022388
hCONDEL_8172	chr6	128377314	128377514	chr6	127102140	127102339
hCONDEL_8173	chr6	128415079	128415279	chr6	127139641	127139839
hCONDEL_8174	chr6	128571818	128572018	chr6	127295470	127295664
hCONDEL_8175	chr6	128764025	128764225	chr6	127486243	127486440
hCONDEL_8176	chr6	128930587	128930787	chr6	127654318	127654517
hCONDEL_8177	chr6	129992314	129992514	chr6	128695738	128695931
hCONDEL_8178	chr6	130293282	130293482	chr6	128993287	128993485
hCONDEL_8179	chr6	130608988	130609188	chr6	129313558	129313757
hCONDEL_8180	chr6	130831747	130831947	chr6	129529440	129529629
hCONDEL_8181	chr6	130837031	130837231	chr6	129534589	129534785
hCONDEL_8182	chr6	130880525	130880725	chr6	129577311	129577509
hCONDEL_8183	chr6	131092156	131092356	chr6	129787061	129787257
hCONDEL_8184	chr6	131187772	131187972	chr6	129882983	129883182
hCONDEL_8185	chr6	131335867	131336067	chr6	130027618	130027815
hCONDEL_8186	chr6	131390491	131390691	chr6	130083516	130083715
hCONDEL_8187	chr6	131551476	131551676	chr6	130243873	130244072
hCONDEL_8188	chr6	131798295	131798495	chr6	130483638	130483834
hCONDEL_8189	chr6	132934142	132934342	chr6	131611221	131611420
hCONDEL_8190	chr6	133035507	133035707	chr6	131728672	131728871
hCONDEL_8191	chr6	133146934	133147134	chr6	131838432	131838628
hCONDEL_8192	chr6	133233024	133233224	chr6	131925895	131926094
hCONDEL_8193	chr6	133290124	133290324	chr6	131982777	131982975
hCONDEL_8194	chr6	133354691	133354891	chr6	132047287	132047486
hCONDEL_8195	chr6	133461505	133461705	chr6	132153278	132153476
hCONDEL_8196	chr6	133742933	133743133	chr6	132436196	132436393
hCONDEL_8197	chr6	133777942	133778142	chr6	132470112	132470311
hCONDEL_8198	chr6	134360781	134360981	chr6	133051453	133051650
hCONDEL_8199	chr6	134379861	134380061	chr6	133070564	133070762
hCONDEL_8200	chr6	134571777	134571977	chr6	133262917	133263113
hCONDEL_8201	chr6	134691652	134691852	chr6	133381989	133382188
hCONDEL_8202	chr6	134853379	134853579	chr6	133541176	133541375
hCONDEL_8203	chr6	135022131	135022331	chr6	133712882	133713081
hCONDEL_8204	chr6	135072941	135073141	chr6	133763523	133763722
hCONDEL_8205	chr6	135093976	135094176	chr6	133784541	133784739
hCONDEL_8206	chr6	135162098	135162298	chr6	133852649	133852846
hCONDEL_8207	chr6	135839188	135839388	chr6	134512844	134513042
hCONDEL_8208	chr6	135839282	135839482	chr6	134512936	134513135
hCONDEL_8209	chr6	135874731	135874931	chr6	134547150	134547349
hCONDEL_8210	chr6	135986954	135987154	chr6	134655039	134655235
hCONDEL_8211	chr6	136542155	136542355	chr6	135198783	135198982
hCONDEL_8212	chr6	136669237	136669437	chr6	135323480	135323679
hCONDEL_8213	chr6	137540824	137541024	chr6	136192618	136192815
hCONDEL_8214	chr6	138290576	138290776	chr6	136940016	136940213
hCONDEL_8215	chr6	138696606	138696806	chr6	137340312	137340511
hCONDEL_8216	chr6	138722308	138722508	chr6	137366002	137366201
hCONDEL_8217	chr6	138775594	138775794	chr6	137414879	137415078
hCONDEL_8218	chr6	139303297	139303497	chr6	137940433	137940632
hCONDEL_8219	chr6	139332891	139333091	chr6	137970270	137970469
hCONDEL_8220	chr6	139716173	139716373	chr6	138344873	138345070
hCONDEL_8221	chr6	140532797	140532997	chr6	139150613	139150812
hCONDEL_8222	chr6	140739614	140739814	chr6	139354346	139354545
hCONDEL_8223	chr6	140861134	140861334	chr6	139475034	139475231
hCONDEL_8224	chr6	140990283	140990483	chr6	139599649	139599847
hCONDEL_8225	chr6	141299684	141299884	chr6	139905538	139905735
hCONDEL_8226	chr6	141396554	141396754	chr6	140002689	140002888
hCONDEL_8227	chr6	141450222	141450422	chr6	140057446	140057645
hCONDEL_8228	chr6	141492205	141492405	chr6	140095836	140096035
hCONDEL_8229	chr6	141506244	141506444	chr6	140109851	140110049
hCONDEL_8230	chr6	141616708	141616908	chr6	140220620	140220819
hCONDEL_8231	chr6	141794008	141794208	chr6	140397518	140397713
hCONDEL_8232	chr6	142293857	142294057	chr6	140891340	140891539
hCONDEL_8233	chr6	142707654	142707854	chr6	141300444	141300643
hCONDEL_8234	chr6	142877249	142877449	chr6	141463542	141463739
hCONDEL_8235	chr6	143260659	143260859	chr6	141845935	141846129
hCONDEL_8236	chr6	143371526	143371726	chr6	141949180	141949375
hCONDEL_8237	chr6	143849962	143850162	chr6	142408011	142408209
hCONDEL_8238	chr6	144291253	144291453	chr6	142842655	142842851
hCONDEL_8239	chr6	144525551	144525751	chr6	143068150	143068348
hCONDEL_8240	chr6	144562608	144562808	chr6	143105479	143105678
hCONDEL_8241	chr6	144923678	144923878	chr6	143457933	143458128
hCONDEL_8242	chr6	144955640	144955840	chr6	143489834	143490030
hCONDEL_8243	chr6	145336825	145337025	chr6	143863679	143863878
hCONDEL_8244	chr6	145728324	145728524	chr6	144249149	144249348
hCONDEL_8245	chr6	146018426	146018626	chr6	144536004	144536203
hCONDEL_8246	chr6	146342404	146342604	chr6	144852814	144853011
hCONDEL_8247	chr6	147008292	147008492	chr6	145502798	145502995
hCONDEL_8248	chr6	147296556	147296756	chr6	145799200	145799399
hCONDEL_8249	chr6	147715934	147716134	chr6	146203970	146204169
hCONDEL_8250	chr6	147731738	147731938	chr6	146218474	146218673
hCONDEL_8251	chr6	147858966	147859166	chr6	146345831	146346030
hCONDEL_8252	chr6	148570414	148570614	chr6	147029289	147029486
hCONDEL_8253	chr6	148742611	148742811	chr6	147201572	147201769
hCONDEL_8254	chr6	148832535	148832735	chr6	147291477	147291675
hCONDEL_8255	chr6	148893774	148893974	chr6	147351747	147351944
hCONDEL_8256	chr6	148929425	148929625	chr6	147386905	147387099
hCONDEL_8257	chr6	149064449	149064649	chr6	147491286	147491481
hCONDEL_8258	chr6	149248186	149248386	chr6	147672255	147672454
hCONDEL_8259	chr6	149340590	149340790	chr6	147764258	147764452
hCONDEL_8260	chr6	149632407	149632607	chr6	148053625	148053822
hCONDEL_8261	chr6	150536214	150536414	chr6	148953756	148953955
hCONDEL_8262	chr6	150998640	150998840	chr6	149410092	149410291
hCONDEL_8263	chr6	150999599	150999799	chr6	149411040	149411236
hCONDEL_8264	chr6	151137468	151137668	chr6	149543054	149543250
hCONDEL_8265	chr6	151736446	151736646	chr6	150111773	150111963
hCONDEL_8266	chr6	152234854	152235054	chr6	150606495	150606694
hCONDEL_8267	chr6	153020521	153020721	chr6	151355984	151356181
hCONDEL_8268	chr6	153127153	153127353	chr6	151454440	151454638
hCONDEL_8269	chr6	153568724	153568924	chr6	151882347	151882545
hCONDEL_8270	chr6	153601679	153601879	chr6	151914115	151914314
hCONDEL_8271	chr6	154309166	154309366	chr6	152618373	152618572
hCONDEL_8272	chr6	154531866	154532066	chr6	152837143	152837340
hCONDEL_8273	chr6	154700415	154700615	chr6	153004898	153005097
hCONDEL_8274	chr6	156096586	156096786	chr6	154372101	154372291
hCONDEL_8275	chr6	156835308	156835508	chr6	155098704	155098902
hCONDEL_8276	chr6	157068550	157068750	chr6	155331458	155331655
hCONDEL_8277	chr6	157293012	157293212	chr6	155551599	155551798
hCONDEL_8278	chr6	157327308	157327508	chr6	155585867	155586065
hCONDEL_8279	chr6	157432640	157432840	chr6	155690043	155690239
hCONDEL_8280	chr6	157455464	157455664	chr6	155713220	155713419
hCONDEL_8281	chr6	157571584	157571784	chr6	155829857	155830056
hCONDEL_8282	chr6	157924669	157924869	chr6	156188286	156188485
hCONDEL_8283	chr6	158066573	158066773	chr6	156334926	156335125
hCONDEL_8284	chr6	158532114	158532314	chr6	156791299	156791498
hCONDEL_8285	chr6	159545982	159546182	chr6	157797821	157798020
hCONDEL_8286	chr6	160608332	160608532	chr6	158853300	158853495
hCONDEL_8287	chr6	161204890	161205090	chr6	159446482	159446679
hCONDEL_8288	chr6	161515870	161516070	chr6	159755853	159756051
hCONDEL_8289	chr6	163457328	163457528	chr6	161668045	161668243
hCONDEL_8290	chr6	163558994	163559194	chr6	161765301	161765489
hCONDEL_8291	chr6	163716191	163716391	chr6	161922066	161922265
hCONDEL_8292	chr6	163718756	163718956	chr6	161924650	161924849
hCONDEL_8293	chr6	163758817	163759017	chr6	161963370	161963569
hCONDEL_8294	chr6	163965508	163965708	chr6	162167974	162168173
hCONDEL_8295	chr6	163968386	163968586	chr6	162170860	162171056
hCONDEL_8296	chr6	163975226	163975426	chr6	162177688	162177887
hCONDEL_8297	chr6	164133804	164134004	chr6	162326311	162326510
hCONDEL_8298	chr6	164312396	164312596	chr6	162496222	162496418
hCONDEL_8299	chr6	164477829	164478029	chr6	162659312	162659509
hCONDEL_8300	chr6	164485019	164485219	chr6	162666928	162667124
hCONDEL_8301	chr6	164618678	164618878	chr6	162800123	162800322
hCONDEL_8302	chr6	165063393	165063593	chr6	163248132	163248330
hCONDEL_8303	chr6	165683580	165683780	chr6	163856401	163856598
hCONDEL_8304	chr6	165699155	165699355	chr6	163871950	163872149
hCONDEL_8305	chr6	165751248	165751448	chr6	163923861	163924057
hCONDEL_8306	chr6	165935627	165935827	chr6	164107764	164107963
hCONDEL_8307	chr6	166271482	166271682	chr6	164435232	164435430
hCONDEL_8308	chr6	167075770	167075970	chr6	165232284	165232472
hCONDEL_8309	chr6	167497887	167498087	chr6	165649983	165650179
hCONDEL_8310	chr6	167656237	167656437	chr6	165804144	165804343
hCONDEL_8311	chr6	168252146	168252346	chr6	166370174	166370373
hCONDEL_8312	chr6	169730894	169731094	chr6	167913397	167913596
hCONDEL_8313	chr6	169785778	169785978	chr6	167971402	167971601
hCONDEL_8314	chr6	169786092	169786292	chr6	167971715	167971913
hCONDEL_8315	chr6	170377975	170378175	chr6	168551803	168552002
hCONDEL_8316	chr6	170504726	170504926	chr6	168683495	168683693
hCONDEL_8317	chr6	171549581	171549781	chr6	169707355	169707553
hCONDEL_8318	chr6_GL390389_random	2072406	2072606	chr6	61909582	61909781
hCONDEL_8319	chr6_GL390389_random	2752464	2752664	chr6	62566884	62567083
hCONDEL_8320	chr6_GL390389_random	2824322	2824522	chr6	62638449	62638648
hCONDEL_8321	chr6_GL390389_random	3459583	3459783	chr6	63261110	63261306
hCONDEL_8322	chr6_GL390389_random	3613609	3613809	chr6	63413369	63413568
hCONDEL_8323	chr6_GL390389_random	3733712	3733912	chr6	63530236	63530435
hCONDEL_8324	chr6_GL390389_random	3783338	3783538	chr6	63580364	63580563
hCONDEL_8325	chr6_GL390389_random	3825037	3825237	chr6	63620092	63620291
hCONDEL_8326	chr6_GL390389_random	3926539	3926739	chr6	63720264	63720460
hCONDEL_8327	chr7	1085414	1085614	chr7	2381837	2382033
hCONDEL_8328	chr7	1363752	1363952	chr7	2664608	2664806
hCONDEL_8329	chr7	2224927	2225127	chr7	3531929	3532128
hCONDEL_8330	chr7	2303088	2303288	chr7	3610427	3610625
hCONDEL_8331	chr7	2513480	2513680	chr7	3825080	3825278
hCONDEL_8332	chr7	2538210	2538410	chr7	3849717	3849901
hCONDEL_8333	chr7	3315546	3315746	chr7	4650908	4651107
hCONDEL_8334	chr7	3435463	3435663	chr7	4770822	4771021
hCONDEL_8335	chr7	4371997	4372197	chr7	5703216	5703415
hCONDEL_8336	chr7	6003376	6003576	chr7	7380680	7380877
hCONDEL_8337	chr7	6384605	6384805	chr7	7773431	7773629
hCONDEL_8338	chr7	6628290	6628490	chr7	8017101	8017297
hCONDEL_8339	chr7	7427286	7427486	chr7	8834913	8835110
hCONDEL_8340	chr7	7436332	7436532	chr7	8843924	8844123
hCONDEL_8341	chr7	7467372	7467572	chr7	8893715	8893913
hCONDEL_8342	chr7	7480542	7480742	chr7	8906673	8906872
hCONDEL_8343	chr7	7490098	7490298	chr7	8913840	8914038
hCONDEL_8344	chr7	7587015	7587215	chr7	9023382	9023576
hCONDEL_8345	chr7	7635200	7635400	chr7	9070988	9071186
hCONDEL_8346	chr7	8173704	8173904	chr7	9629231	9629426
hCONDEL_8347	chr7	8678289	8678489	chr7	10127720	10127919
hCONDEL_8348	chr7	8753789	8753989	chr7	10208607	10208806
hCONDEL_8349	chr7	9207365	9207565	chr7	10603862	10604061
hCONDEL_8350	chr7	9406687	9406887	chr7	10803672	10803870
hCONDEL_8351	chr7	9541631	9541831	chr7	10938799	10938998
hCONDEL_8352	chr7	9716895	9717095	chr7	11109565	11109761
hCONDEL_8353	chr7	9767606	9767806	chr7	11163619	11163818
hCONDEL_8354	chr7	9772823	9773023	chr7	11168836	11169035
hCONDEL_8355	chr7	9923808	9924008	chr7	11312221	11312420
hCONDEL_8356	chr7	10031740	10031940	chr7	11419031	11419230
hCONDEL_8357	chr7	10098599	10098799	chr7	11475899	11476098
hCONDEL_8358	chr7	12341780	12341980	chr7	13743836	13744033
hCONDEL_8359	chr7	12687797	12687997	chr7	14092402	14092601
hCONDEL_8360	chr7	12866139	12866339	chr7	14271382	14271581
hCONDEL_8361	chr7	12920125	12920325	chr7	14331057	14331247
hCONDEL_8362	chr7	12975233	12975433	chr7	14386227	14386426
hCONDEL_8363	chr7	13058530	13058730	chr7	14467778	14467977
hCONDEL_8364	chr7	13094810	13095010	chr7	14503882	14504081
hCONDEL_8365	chr7	13265948	13266148	chr7	14671994	14672188
hCONDEL_8366	chr7	13461327	13461527	chr7	14868918	14869117
hCONDEL_8367	chr7	13899112	13899312	chr7	15309179	15309378
hCONDEL_8368	chr7	14200993	14201193	chr7	15615941	15616140
hCONDEL_8369	chr7	14530301	14530501	chr7	15947830	15948029
hCONDEL_8370	chr7	14628861	14629061	chr7	16046266	16046465
hCONDEL_8371	chr7	14628877	14629077	chr7	16046281	16046468
hCONDEL_8372	chr7	14807600	14807800	chr7	16223382	16223581
hCONDEL_8373	chr7	15044196	15044396	chr7	16461662	16461861
hCONDEL_8374	chr7	15289203	15289403	chr7	16706248	16706447
hCONDEL_8375	chr7	15561498	15561698	chr7	16978307	16978502
hCONDEL_8376	chr7	15887320	15887520	chr7	17305898	17306094
hCONDEL_8377	chr7	15925759	15925959	chr7	17344296	17344492
hCONDEL_8378	chr7	16718898	16719098	chr7	18134346	18134539
hCONDEL_8379	chr7	17177983	17178183	chr7	18597187	18597385
hCONDEL_8380	chr7	17265767	17265967	chr7	18684931	18685130
hCONDEL_8381	chr7	17266568	17266768	chr7	18685723	18685919
hCONDEL_8382	chr7	17531303	17531503	chr7	18951656	18951852
hCONDEL_8383	chr7	17578067	17578267	chr7	18998406	18998603
hCONDEL_8384	chr7	18062450	18062650	chr7	19474250	19474447
hCONDEL_8385	chr7	18117570	18117770	chr7	19508073	19508269
hCONDEL_8386	chr7	18168076	18168276	chr7	19558543	19558742
hCONDEL_8387	chr7	18373760	18373960	chr7	19764828	19765026
hCONDEL_8388	chr7	18817291	18817491	chr7	20193299	20193498
hCONDEL_8389	chr7	19647822	19648022	chr7	21028188	21028386
hCONDEL_8390	chr7	20133350	20133550	chr7	21513024	21513221
hCONDEL_8391	chr7	20134423	20134623	chr7	21514094	21514291
hCONDEL_8392	chr7	20489253	20489453	chr7	21868557	21868756
hCONDEL_8393	chr7	20743913	20744113	chr7	22118250	22118449
hCONDEL_8394	chr7	21874484	21874684	chr7	23253192	23253390
hCONDEL_8395	chr7	22040200	22040400	chr7	23418754	23418953
hCONDEL_8396	chr7	22070748	22070948	chr7	23456068	23456263
hCONDEL_8397	chr7	22094515	22094715	chr7	23479872	23480070
hCONDEL_8398	chr7	22825275	22825475	chr7	24208702	24208898
hCONDEL_8399	chr7	22907930	22908130	chr7	24291948	24292147
hCONDEL_8400	chr7	23072132	23072332	chr7	24456936	24457134
hCONDEL_8401	chr7	23162920	23163120	chr7	24548348	24548547
hCONDEL_8402	chr7	23952861	23953061	chr7	25353673	25353872
hCONDEL_8403	chr7	24064389	24064589	chr7	25472732	25472931
hCONDEL_8404	chr7	24068260	24068460	chr7	25476598	25476797
hCONDEL_8405	chr7	24202515	24202715	chr7	25615028	25615227
hCONDEL_8406	chr7	24480323	24480523	chr7	25892496	25892695
hCONDEL_8407	chr7	24490750	24490950	chr7	25902972	25903171
hCONDEL_8408	chr7	24708588	24708788	chr7	26116113	26116309
hCONDEL_8409	chr7	24789832	24790032	chr7	26197774	26197973
hCONDEL_8410	chr7	24789901	24790101	chr7	26197842	26198041
hCONDEL_8411	chr7	24946707	24946907	chr7	26356785	26356984
hCONDEL_8412	chr7	25030359	25030559	chr7	26440375	26440569
hCONDEL_8413	chr7	25315171	25315371	chr7	26725238	26725433
hCONDEL_8414	chr7	25379384	25379584	chr7	26789520	26789719
hCONDEL_8415	chr7	25445350	25445550	chr7	26856782	26856980
hCONDEL_8416	chr7	25661518	25661718	chr7	27072725	27072922
hCONDEL_8417	chr7	25669030	25669230	chr7	27080225	27080424
hCONDEL_8418	chr7	25797032	25797232	chr7	27208229	27208428
hCONDEL_8419	chr7	26039729	26039929	chr7	27451837	27452033
hCONDEL_8420	chr7	26111085	26111285	chr7	27525973	27526162
hCONDEL_8421	chr7	26176240	26176440	chr7	27594495	27594693
hCONDEL_8422	chr7	26190456	26190656	chr7	27608715	27608911
hCONDEL_8423	chr7	26281879	26282079	chr7	27700225	27700423
